MONTH,RESTAURANT_ID,IS_VEG,BRAND_NAME,CITY,AREA,ITEM_ID,ITEM_NAME,ITEM_CATEGORY,VARIANT_NAME,PRICE_PER_ITEM,ITEM_QUANTITY,ITEM_SUBTOTAL
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,14105400,Bhindi Masala,"Main Course""""",,230,36,8280
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,14105324,Papad Methi Ki Sabji,"Flavours of Rajasthan""""",,232.8,25,5820
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,14105261,Masala Papad,"Accompaniments""""",,65,9,585
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,14105303,Malai Kofta,"Main Course""""",,232.5,8,1860
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,59614569,Jodhpuri Gatte Combo,"Swiggy Exclusive Combos""""",,263,10,2630
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,59614569,Jodhpuri Gatte Combo,"Swiggy Exclusive Combos""""",,256.8421053,38,9760
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,106110115,G.Mutter Paratha,"Indian Breads""""",,110,4,440
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,14105260,Roasted B.Khichiya,"Accompaniments""""",,47.73809524,42,2005
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,14105292,Cheese Kolhapuri,"Main Course""""",,263.6363636,33,8700
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,61156506,Roasted Papad,"Accompaniments""""",,35,63,2205
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,14105208,Special Khobewali Roti,"Flavours of Rajasthan""""",,80,32,2560
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,14105255,Tomato Soup,"Soups""""",,120,9,1080
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,14105340,Palak Paneer,"Main Course""""",,245,10,2450
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,14105272,Special Rajasthani Lasan Chutney,"Flavours of Rajasthan""""",,40,98,3920
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,14105370,Veg Pulao,"Rice & Biryani""""",,194.7058824,17,3310
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,14105290,Khichia Churi J,"Starters""""",,130,124,16120
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,14105295,Veg Kadai,"Main Course""""",,250.4545455,11,2755
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,14105276,Schezwan Fried Rice,"Chinese""""",,227.2727273,33,7500
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,14105280,Hakka Noodles,"Chinese""""",,225.8333333,12,2710
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,14105374,Mix Veg Khichdi,"Rice & Biryani""""",,180,2,360
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,14105378,B.Tandoori Roti,"Indian Breads""""",,45,431,19395
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,14105333,Rajasthani Kadhi,"Flavours of Rajasthan""""",,207.2580645,31,6425
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,14105307,Dum Aloo,"Main Course""""",,230,20,4600
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,14105366,Jeera Rice,"Rice & Biryani""""",,168.0701754,114,19160
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,14105306,Aloo Gobi Mutter,"Main Course""""",,233,20,4660
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,14105322,Rajasthani Bhindi,"Flavours of Rajasthan""""",,230,22,5060
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,14105346,Paneer Butter Masala,"Main Course""""",,262.5714286,70,18380
